siret,codePostalEtablissement,libelleCommuneEtablissement,longitude,latitude,denominationUniteLegale,categorieJuridiqueUniteLegale
84991565700019,20130,CARGESE,8.596213,42.134856,VMF,5499
84992149900026,20124,ZONZA,9.358723,41.70291,A CEVAREL,5499
84994125700016,20137,LECCI,9.310495,41.668524,SASU EPICERIE DU FIUMU D'OSU,5710
84994416000019,20137,PORTO-VECCHIO,9.315925,41.576862,PUNTA D'ACCIAJU,5499
84994429300026,20117,OCANA,8.899248,41.942585,G/B ESTHETIQUE,5710
84997994300024,20137,PORTO-VECCHIO,9.270828,41.588869,MARINA IMMOBILIER,5710
84998655900011,20137,PORTO-VECCHIO,9.232126,41.632524,MEZIANI ELEC,5710
84999750700017,20166,GROSSETO-PRUGNA,8.812599,41.89816,SAS BRICHE AURELIE,5710
85000655200010,20112,STE-LUCIE-DE-TALLANO,9.06231,41.696904,OLIU DI TALLA,5710
85002663400012,20124,ZONZA,9.3477901,41.6995008,SAINTE LUCIE PISCINES,5499
85003934800014,20169,BONIFACIO,9.218643,41.376939,CAPU VERDE,5499
85004260700026,20150,OTA,8.733555,42.254995,LE PONT,5710
85007051700014,20170,LEVIE,9.143892,41.709532,MAISONS DOMEDIA,5499
85007524300020,20090,AJACCIO,8.770507,41.950013,CLIMATISATION PLOMBERIE SERVICE,5499
85007524300038,20167,SARROLA-CARCOPINO,8.841276,42.001006,CLIMATISATION PLOMBERIE SERVICE,5499
85007778500028,20124,ZONZA,9.269914,41.719794,CHANCORELA,5499
85009332900066,20131,PIANOTTOLI-CALDARELLO,9.055999,41.494203,ANADORA,5499
85009513400019,20137,LECCI,9.32509,41.679581,A.D.N,5499
85009988800016,20000,AJACCIO,8.737512,41.917874,RENOSU,5499
85010816800020,20000,AJACCIO,8.738551,41.920595,HPJ,5710
85012179900017,20167,SARROLA-CARCOPINO,8.789681,41.95263,C.D.P.L.,5499
85012179900025,20090,AJACCIO,8.737557,41.92164,C.D.P.L.,5499
85012514700015,20131,PIANOTTOLI-CALDARELLO,9.05832,41.467843,CLEAN SERVICES,5710
85014216700012,20137,PORTO-VECCHIO,9.270855,41.600559,SIRISO,5499
85014220900012,20137,PORTO VECCHIO,9.30854,41.592593,NUCIOLA,5499
85014306600023,20137,PORTO-VECCHIO,9.276823,41.602433,SASU BOX PORTO VECCHIO,5710
85014878400018,20000,AJACCIO,8.734633,41.918573,IMPERIAL TOUR CORSICA,5710
85015301600017,20137,PORTO-VECCHIO,9.275788,41.534685,SERENA EXPLOITATION,5499
85015301600025,20124,ZONZA,9.361362,41.691028,SERENA EXPLOITATION,5499
85017535700019,20167,CUTTOLI-CORTICCHIATO,8.834084,41.965001,S.G.I.C,5710
85017643900014,20118,VICO,8.696486,42.114614,STASA,5710
85017780900017,20137,PORTO-VECCHIO,9.290806,41.559912,PORTO VECCHIO PLOMBERIE,5710
85018096900014,20140,SOLLACARO,8.870409,41.751225,TAPPA,5710
85019905000012,20166,PIETROSELLA,8.84577,41.83678,ALANDRA,5499
85020266400015,20167,SARROLA-CARCOPINO,8.835125,42.001796,SASU SAM PAYE,5710
85021008900023,20000,AJACCIO,8.737388,41.918931,LE COMPTOIR ITALIEN,5710
85021714200015,20137,PORTO-VECCHIO,9.237854,41.522216,HOLDING MANONU,5499
85028632900022,20166,GROSSETO-PRUGNA,8.788244,41.881768,STAGNOLO 3,5499
85029622900014,20100,SARTENE,8.971563,41.642499,BMG BOIS,5499
85029769800019,20137,PORTO-VECCHIO,9.278078,41.591283,LUCIANI CONCEPT,5710
85029769800027,20137,PORTO-VECCHIO,9.278874,41.590116,LUCIANI CONCEPT,5710
85029783900027,20124,ZONZA,9.390798,41.709638,TP CARRELAGE,5710
85030965900033,20171,MONACIA-D AULLENE,9.011552,41.524651,A PETRA,5499
85031897300029,20090,AJACCIO,8.737574,41.922518,OIKO,5710
85031897300037,20090,AJACCIO,8.737574,41.922515,OIKO,5710
85032893100017,20090,AJACCIO,8.747218,41.936478,AJACCIO BTP 2A,5710
85032988900016,20137,LECCI,9.32509,41.679581,CORI CORSU,5499
85033446700014,20131,PIANOTTOLI-CALDARELLO,9.04845,41.504611,SUD CORSE SERVICE,5710
85035897900027,20135,CONCA,9.329768,41.753433,CASELLE DI CONCA,5710
85037349900019,20090,AJACCIO,8.755348,41.939246,DANTE,5785
85038039500028,20000,AJACCIO,8.736614,41.925076,LOTTA FILMS,5710
85040271000014,20129,BASTELICACCIA,8.837805,41.935574,SB HOLDING,5499
85040947500074,20137,PORTO-VECCHIO,9.276823,41.602433,GLOBE TROTTER PORTO VECCHIO,5710
85043157800010,20000,AJACCIO,8.738309,41.917514,BEAUTY CELINE,5710
85043157800028,20000,AJACCIO,8.734932,41.918639,BEAUTY CELINE,5710
85044304500016,20090,AJACCIO,8.770507,41.950013,AGRID,5710
85044451400010,20128,GROSSETO-PRUGNA,8.787253,41.881776,CORSWELD CONSULTING,5710
85044776400018,20167,AFA,8.798382,41.984061,MUFRAGGI IP,5710
85045837300014,20090,AJACCIO,8.743949,41.940678,PUNTA BIANCA,5499
85049048300011,20000,AJACCIO,8.737402,41.925365,PERI IMMOBILIER,5710
85049353700011,20000,AJACCIO,8.757506,41.932099,YANDA CONSULTING,5710
85050561100010,20090,AJACCIO,8.754426,41.944891,TRYPTIQUE,5710
85050561100028,20090,AJACCIO,8.737221,41.920833,TRYPTIQUE,5710
85052777100016,20137,PORTO-VECCHIO,9.278496,41.53452,SAINT DORIG,5710
85054077400013,20100,SARTENE,8.972298,41.620672,SAS MALCA,5710
85055336300019,20169,BONIFACIO,9.178591,41.399068,AV ELLETTRICITA,5499
85057515000022,20137,PORTO-VECCHIO,9.207724,41.590193,PRESTIGE PROTECTION ALARME SERVICES,5710
85058194300014,20090,AJACCIO,8.750436,41.942709,MAISON DE LA COIFFURE,5499
85058221400019,20137,PORTO-VECCHIO,9.278099,41.591925,HOME CONCEPT,5710
85058553000015,20170,SAN-GAVINO-DI-CARBINI,9.288286,41.659176,SASU TERRASUD,5710
85059361700010,20111,CASAGLIONE,8.733526,42.06572,ANTOA,5499
85061156700015,20137,PORTO-VECCHIO,9.315925,41.576862,ALTARIA,5710
85061464500016,20167,ALATA,8.731661,41.973644,SECRETS D'ABEILLES,5499
85062804100012,20137,PORTO-VECCHIO,9.223009,41.570781,ALBA,5710
85062804100020,20137,PORTO-VECCHIO,9.325837,41.565144,ALBA,5710
85063708300013,20167,AFA,8.809098,41.979118,AUCTOPUS NETTOYAGE,5710
85064726400017,20000,AJACCIO,8.639129,41.909772,BOUVET PROMOTION PERE ET FILS,5710
85065588700014,20110,PROPRIANO,8.906723,41.675586,O'PATIO,5710
85065588700022,20000,AJACCIO,8.739658,41.918131,O'PATIO,5710
85067400300015,20129,BASTELICACCIA,8.823616,41.924869,A&F IMMOBILIER,5710
85068722900011,20167,PERI,8.847875,41.990064,S.N PLOMBERIE EURL,5499
85069362300025,20167,AFA,8.779471,41.999556,SAS PASCAL PECH,5710
85069363100010,20132,ZICAVO,9.144931,41.884642,BERGERIES DE BASSETA,5710
85072913800014,20169,BONIFACIO,9.185835,41.434978,CMB FINANCES,5710
85077036300016,20090,AJACCIO,8.74527,41.938303,TOCI CONSTRUCTION,5710
85077148600014,20167,SARROLA-CARCOPINO,8.809805,41.952594,NOUVELLE ELEC,5499
85081342900014,20137,PORTO-VECCHIO,9.277476,41.545088,MAGMA,5499
85086691400011,20000,AJACCIO,8.650696,41.909089,LUCYL GENERALE ET FONCIERE,5710
85087145000035,20137,PORTO-VECCHIO,9.280805,41.607303,CORSE COLLECTIVITES,5710
85087605300016,20137,PORTO-VECCHIO,9.194667,41.598626,I CASEDDI,5710
85093785500011,20146,SOTTA,9.20014,41.543279,KALLISTE,5710
85093966100011,20148,COZZANO,9.152347,41.936824,AU FOURNIL DE COZZANO,5710
85094131100035,20166,PIETROSELLA,9.2806899,42.4829089,GUILLAUME LUCAS CONSULTING,5499
85095966900019,20167,AFA,-1.1873119,46.4590874,LUCINVEST,5710
85096659900019,20000,AJACCIO,8.725677,41.915554,DAAR,5499
85096659900027,20000,AJACCIO,8.738092,41.920084,DAAR,5499
85098939300010,20090,AJACCIO,8.770507,41.950013,CLIMA,5710
85099173800020,20169,BONIFACIO,9.165079,41.393666,PRIME,5499
85099173800038,20169,BONIFACIO,9.163053,41.388022,PRIME,5499
85099648900017,20100,SARTENE,8.960192,41.521627,HABITAT SUD CONSULTING,5710
85101778000012,20000,AJACCIO,8.722054,41.9124,ONIPSEO,5710
85102687200016,20167,SARROLA-CARCOPINO,8.813194,41.964466,MACO SS1,5710
85103087400024,20090,AJACCIO,8.737893,41.929644,CORS'TESS,5710
85103259900017,20166,PIETROSELLA,8.780739,41.83643,PAILLOTE DU RUPPIONE,5710
85105571500011,20000,AJACCIO,8.745092,41.935186,DESIGN CONCEPT,5710
85105678800017,20128,ALBITRECCIA,8.79616,41.863327,BG HOLDING,5710
85107792500010,20135,CONCA,9.329768,41.753433,LE ROI DES SAVEURS ITALIENNES,5710
85110392900010,20140,SERRA-DI-FERRO,8.778254,41.742582,I TISORI DI MINA,5710
85110572600026,20000,AJACCIO,8.714637,41.910269,PAULETTU,5499
85110572600034,20000,AJACCIO,8.70068,41.934735,PAULETTU,5499
85110588200019,20117,ECCICA-SUARELLA,8.882879,41.91874,CORSE ESCAPADES AUTO VINTAGE,5710
85110624500018,20090,AJACCIO,8.75047,41.937628,CORSE PRESTATIONS LOGISTIQUE,5710
85111248200027,20145,SARI SOLENZARA,9.37543,41.834598,STEVINJC,5499
85111889300011,20000,AJACCIO,8.735436,41.918979,PIANOTA,5499
85115266000011,20090,AJACCIO,8.770507,41.950013,TP2M,5710
85115901200018,20114,FIGARI,-0.3636675,49.1834685,CABINET PALANDRI-RODRIGUEZ,5499
85115901200026,20124,ZONZA,9.373655,41.686548,CABINET PALANDRI-RODRIGUEZ,5499
85116028300012,20114,FIGARI,9.142363,41.523271,NOMI,5499
85116291700013,20000,AJACCIO,8.723433,41.930262,KALLISTECONNECT,5710
85116420200018,20137,PORTO-VECCHIO,9.277592,41.563957,CM MACONNERIE,5499
85116460800016,20145,SARI SOLENZARA,9.372922,41.835343,LG CONSTRUCTIONS,5499
85119870500010,20000,AJACCIO,8.727744,41.915086,BENJAMIN XUEREB ARCHITECTE,5710
85125521600018,20170,SAN-GAVINO-DI-CARBINI,9.28184,41.655444,ASSURANCES ET FINANCES CORSE (AFC),5710
85125714700021,20090,AJACCIO,8.74527,41.938303,WZL,5710
85125958000054,20090,AJACCIO,8.818921,41.949158,PV PROD 1,5710
85125958000062,20117,ECCICA-SUARELLA,8.894569,41.922957,PV PROD 1,5710
85125958000070,20114,FIGARI,9.089688,41.47286,PV PROD 1,5710
85125958000112,20167,SARROLA-CARCOPINO,8.848099,41.999726,PV PROD 1,5710
85125958000120,20130,CARGESE,3.0510342,45.764768,PV PROD 1,5710
85125958000153,20132,ZICAVO,9.123333,41.893029,PV PROD 1,5710
85125958000161,20167,SARROLA-CARCOPINO,8.840858,41.989814,PV PROD 1,5710
85125958000179,20119,BASTELICA,9.050577,42.002179,PV PROD 1,5710
85125958000203,20131,PIANOTTOLI-CALDARELLO,9.04845,41.504611,PV PROD 1,5710
85125958000211,20137,PORTO-VECCHIO,9.208254,41.590811,PV PROD 1,5710
85125958000229,20137,PORTO-VECCHIO,9.208254,41.590811,PV PROD 1,5710
85125958000237,20118,VICO,8.789683,42.163207,PV PROD 1,5710
85125958000245,20167,SARROLA-CARCOPINO,8.813854,41.965897,PV PROD 1,5710
85125958000252,20131,PIANOTTOLI-CALDARELLO,4.8234521,45.7472239,PV PROD 1,5710
85125958000260,20131,PIANOTTOLI-CALDARELLO,9.04845,41.504611,PV PROD 1,5710
85125958000278,20137,PORTO-VECCHIO,9.251645,41.62965,PV PROD 1,5710
85125958000286,20130,CARGESE,8.626762,42.154458,PV PROD 1,5710
85125958000294,20167,APPIETTO,8.733615,42.003452,PV PROD 1,5710
85125958000328,20153,GUITERA-LES-BAINS,1.4003794,43.6054061,PV PROD 1,5710
85125958000344,20167,AFA,8.79504,41.994904,PV PROD 1,5710
85125958000351,20170,LEVIE,9.145288,41.7076,PV PROD 1,5710
85126708800017,20138,COTI-CHIAVARI,8.712803,41.800668,SASU A.C.P.J. APPLICATIONS  CONSEILS  PERETTI JORIS,5710
85127528900011,20172,VERO,8.93279,42.064044,LES EAUX VIVES,5710
85128786200029,20090,AJACCIO,8.747186,41.940971,HYPER CURSARU,5710
85129219300014,20000,AJACCIO,8.783759,41.953104,J2C,5710
85129650900017,20129,BASTELICACCIA,8.824355,41.924255,PETRU ROSA,5499
85129983400016,20130,CARGESE,8.602077,42.137535,SANSUPERU MIGEVANT,5710
85130147300019,20163,TAVERA,9.288809,41.5878248,SAS BABBU & MILOU,5710
85131092000018,20000,AJACCIO,8.799439,41.948014,SYNGEST,5710
85131670300012,20137,PORTO-VECCHIO,9.280642,41.607884,PARADISULA,5499
85131670300038,20137,PORTO-VECCHIO,9.278496,41.53452,PARADISULA,5499
85132119000023,20167,PERI,8.874593,42.004163,ANTHO PISCINE,5710
85132554800010,20135,CONCA,9.329768,41.753433,HOME CORSICA,5710
85134078600017,20124,ZONZA,9.384593,41.696813,MADRIGAL,5710
85134615500019,20169,BONIFACIO,9.172641,41.400063,RESIDENCE ALBA BONIFACIO,5710
85134632000019,20000,AJACCIO,8.735714,41.918668,CANNEDDI,5710
85134688200018,20000,AJACCIO,8.768846,41.947914,VBK RACING,5710
85135188200010,20000,AJACCIO,8.724469,41.912982,BG DISTRIBUTION,5710
85135967900012,20167,ALATA,8.732119,41.987795,TF CONSEILS,5710
85137994100012,20169,BONIFACIO,9.155793,41.40253,PIERCORSE,5499
85138213500016,20137,PORTO VECCHIO,9.281223,41.588531,JC ALUTEC,5710
85138263000016,20090,AJACCIO,8.735091,41.933078,TORRE INVEST,5710
85139575600014,20000,AJACCIO,8.766204,41.947707,CO2A,5710
85139685300018,20137,PORTO-VECCHIO,9.208254,41.590811,DIAMANTI RENOVATION CHARPENTE COUVERTURE,5710
85139743000014,20157,FRASSETO,9.021684,41.898228,MDS,5710
85140161200011,20166,ALBITRECCIA,8.796753,41.855219,POGGI ESPACES VERTS,5710
85140162000014,20135,CONCA,9.399982,41.729424,MICHELANGELI,5710
85142174300010,20090,AJACCIO,8.74715,41.93506,L'ENTOURLOUPE,5710
85142316000023,20137,PORTO-VECCHIO,9.208254,41.590811,BMC SUD CARRELAGE,5499
85143078500010,20137,PORTO-VECCHIO,9.290525,41.542519,VERNET AGENCEMENT,5710
85146302600019,20137,PORTO-VECCHIO,9.27387,41.58936,OMBRIA PLAYA,5710
85146302600027,20124,ZONZA,9.368358,41.676023,OMBRIA PLAYA,5710
85148415400014,20117,CAURO,8.916137,41.917307,MARIZA,5710
85148415400022,20166,GROSSETO-PRUGNA,8.816979,41.892586,MARIZA,5710
85150835800013,20129,BASTELICACCIA,8.840997,41.924475,CORSICA EFOIL,5710
85151096600019,20090,AJACCIO,8.773479,41.953284,MEGMAVI,5710
85153389300018,20170,LEVIE,9.123946,41.704378,MORPH CLOTHES,5710
85155400600029,20167,AFA,8.798382,41.984061,OLIBIKE2A,5710
85156172000018,20137,PORTO-VECCHIO,9.278164,41.591489,CASA NIVALELLA,5710
85156233000015,20137,PORTO-VECCHIO,9.251645,41.62965,U GHJINEPARU,5499
85156233000023,20137,PORTO-VECCHIO,9.279505,41.59051,U GHJINEPARU,5499
85156249600014,20167,SARROLA-CARCOPINO,8.835125,42.001796,MENTORIEL,5710
85158617200013,20167,AFA,8.798382,41.984061,LES HAUTS D'ACQUALONGA,5499
85160463700021,20136,BOCOGNANO,9.070765,42.088767,A RUSULA,5710
85161262200015,20090,AJACCIO,8.738396,41.930766,CAROLINE ALLIEZ ARCHITECTE D'INTERIEUR,5710
85163152300012,20167,VILLANOVA,8.667135,41.977866,S.A.S.U CAP VOILE,5710
85163817100013,20169,BONIFACIO,9.19894,41.403936,LES VOILES DE BONIFACIO,5710
85164228000024,20000,AJACCIO,8.738925,41.91803,MIDGARD,5710
85164336100013,20169,BONIFACIO,9.178591,41.399068,ALL IN ONE CORSICA,5710
85165227100012,20130,CARGESE,8.616253,42.160472,1768,5710
85165227100020,20130,CARGESE,8.599345,42.143409,1768,5710
85165228900014,20100,SARTENE,8.970044,41.619989,CASA DI GHJULIA,5710
85165228900022,20110,PROPRIANO,8.897451,41.675089,CASA DI GHJULIA,5710
85165229700017,20146,SOTTA,9.181891,41.555464,CORSICA SUD CROISIERES,5710
85167938100018,20000,AJACCIO,8.727045,41.913498,ISLA PRODUCTION,5710
85168748300012,20090,AJACCIO,8.747186,41.940971,SAS DE LINSOLAS,5710
85169582500022,20000,AJACCIO,8.737848,41.917027,SAKURA AJACCIO,5499
85170286000012,20167,SARROLA-CARCOPINO,8.813194,41.964466,ARRODIS,5499
85170311600018,20145,SARI-SOLENZARA,9.5355398,42.3507638,OSEG,5710
85171123400019,20124,ZONZA,9.351765,41.655299,TSG YACHTING,5499
85171421200012,20145,SARI-SOLENZARA,9.352463,41.813493,EPROM,5710
85172350200023,20170,SAN-GAVINO-DI-CARBINI,9.309505,41.654149,LES VILLAS D'A STORIA,5710
85173289100078,20000,AJACCIO,8.726271,41.914238,KALLIJURIS,5710
85173289100086,20167,SARROLA-CARCOPINO,8.835125,42.001796,KALLIJURIS,5710
85173319600014,20110,PROPRIANO,8.90549,41.671478,LA PAPETERIE,5710
85173319600022,20100,SARTENE,8.975309,41.618168,LA PAPETERIE,5710
85174952300011,20169,BONIFACIO,9.156846,41.38714,OLIMAT,5710
85174955600011,20128,GROSSETO-PRUGNA,8.789682,41.870978,ORGAMA,5710
85175952200010,20090,AJACCIO,8.737606,41.923528,LILY FLEURS,5710
85175952200028,20090,AJACCIO,8.738382,41.927971,LILY FLEURS,5710
85176329200014,20090,AJACCIO,8.747186,41.940971,FC,5710
85178842200026,20137,PORTO-VECCHIO,9.315925,41.576862,KALLISTE PLONGEE,5710
85179762100022,20137,PORTO-VECCHIO,9.287104,41.532017,CAPIVAL,5499
85180661200012,20137,PORTO-VECCHIO,9.276942,41.589975,SWEET PASSION,5710
85181993800016,20000,AJACCIO,8.732061,41.921161,SAGEO,5710
85182102500018,20137,PORTO-VECCHIO,9.251645,41.62965,SAS A ME CASA,5710
85182252800028,20137,PORTO-VECCHIO,9.261657,41.580544,CECG INVEST,5499
85182500000017,20140,PETRETO-BICCHISANO,8.95619,41.775798,PARTNER CONSEILS,5710
85183781500014,20167,ALATA,8.74252,41.976641,ELBA,5710
85186988300013,20000,AJACCIO,8.732879,41.921265,AJABROC,5499
85189181200014,20124,ZONZA,9.386558,41.693727,OMC 2,5710
85189301600028,20090,AJACCIO,8.73572,41.939155,LE LOUISIANE 2,5499
85192211200012,20137,LECCI,9.310495,41.668524,JPM CORSE CARRELAGE,5710
85192449800013,20000,AJACCIO,8.738272,41.921963,RMP-H&R,5710
85192647700015,20000,AJACCIO,8.736849,41.92672,LGA,5710
85193028900026,20000,AJACCIO,8.736384,41.929277,SAS ABLA-HAIR,5710
85195438800019,20137,PORTO-VECCHIO,9.334907,41.599531,NOVA,5710
85196178900019,20090,AJACCIO,8.739849,41.932447,OMEGA ROC,5710
85197231500010,20166,PIETROSELLA,8.780739,41.83643,ABP SUD,5710
85200147800027,20137,LECCI,9.334434,41.628004,CHORSIMMO,5499
85200355700026,20136,BOCOGNANO,2.2783678,48.5975231,CORSICA DECOUPE,5710
85200557800020,20129,BASTELICACCIA,8.840376,41.921841,CP2A NETTOYAGE,5710
85200718600012,20124,ZONZA,9.395543,41.711628,G.M.C,5710
85202763000023,20137,PORTO-VECCHIO,9.29155,41.622831,PAVILLON DE LA TRINITE,5499
85203108700012,20000,AJACCIO,8.736045,41.929051,AJACCIO CENTRE D'AFFAIRES,5710
85203877700011,20169,BONIFACIO,9.218113,41.376819,U MENAITSU SARL,5499
85204825500016,20000,AJACCIO,8.738769,41.925076,BB TARAVU,5710
85204825500024,20090,AJACCIO,8.755348,41.939246,BB TARAVU,5710
85207710600023,20137,PORTO-VECCHIO,9.276241,41.587889,FORUM AUDITION ABP,5710
85207769200014,20170,LEVIE,9.137748,41.712138,"DDP ""LE SALON""",5499
85207769200022,20170,LEVIE,9.122436,41.701702,"DDP ""LE SALON""",5499
85211315800012,20123,COGNOCOLI-MONTICCHI,8.875511,41.820986,SARL L'AUBERGE DES AMIS,5499
85212492400014,20000,AJACCIO,8.737582,41.917409,AVDB,5710
85212492400022,20000,AJACCIO,8.738644,41.918278,AVDB,5710
85215277600013,20170,SAN-GAVINO-DI-CARBINI,9.280293,41.654375,CASA LOUISE INVEST,5499
85216155300023,20124,ZONZA,9.269914,41.719794,CASALIU,5499
85219557700014,20000,AJACCIO,8.7391,41.92174,RAF,5499
85223392300022,20137,LECCI,9.307307,41.666768,SALULIA,5499
85223829400015,20110,PROPRIANO,8.912453,41.676205,E-COM.COM,5710
85227291300017,20137,PORTO-VECCHIO,9.294842,41.627588,LYPV,5710
85227436400011,20000,AJACCIO,8.783254,41.95461,MAISON ET JARDIN,5499
85232117300019,20113,OLMETO,8.904588,41.712124,BDS,5710
85234311000015,20110,PROPRIANO,8.910463,41.674577,SASU SJF,5710
85234592500014,20118,VICO,8.799737,42.166754,HOTEL CYRNOS SAGONE,5499
85234702000012,20110,PROPRIANO,8.906948,41.674756,ECO IMPIANTI,5710
85234733500014,20167,ALATA,8.76048,41.964122,OPPEDISANO CASALTA,5499
85235141000018,20167,ALATA,8.771285,41.974086,JPNH,5499
85235894400027,20137,PORTO-VECCHIO,9.196698,41.593877,2A4,5710
85238077300022,20090,AJACCIO,8.749655,41.934326,ANGIO 2A,5785
85241257600013,20128,GROSSETO-PRUGNA,8.787253,41.881776,DELICES CLUB,5710
85241392100010,20128,GROSSETO-PRUGNA,8.787253,41.881776,SAS DELL'ORO,5710
85241668400011,20128,GROSSETO-PRUGNA,8.787253,41.881776,CAMPO INVEST,5710
85242174200010,20130,CARGESE,5.6338969,43.1964595,CARGESE CONSTRUCTION,5499
85242273200010,20117,ECCICA-SUARELLA,8.846798,41.916422,SARL NAM,5499
85245187100010,20000,AJACCIO,8.727959,41.916871,SAS SAN CARLO,5710
85247155600013,20140,CASALABRIVA,8.906224,41.774537,SERENU E MUNTESE,5710
85253217500019,20090,AJACCIO,8.760056,41.937331,A&S CREATIONS,5710
85254300800019,20137,PORTO-VECCHIO,9.278819,41.590976,TIGHIALI,5710
85254300800027,20131,PIANOTTOLI-CALDARELLO,9.04845,41.504611,TIGHIALI,5710
85255109200012,20137,LECCI,9.330965,41.642842,GC DEVELOPPEMENT,5710
85260536900010,20167,ALATA,8.731661,41.973644,U PRATU,5710
85260966800011,20000,AJACCIO,8.776601,41.948901,JALOUSE BIS,5710
85262154900017,20090,AJACCIO,8.737406,41.921251,SOCIETE FINANCIERE HELENE,5710
85262293500017,20110,PROPRIANO,8.900594,41.674929,AGENCE MARIANI,5710
85262293500025,20000,AJACCIO,8.738864,41.924361,AGENCE MARIANI,5710
85263798200012,20100,SARTENE,8.979382,41.618135,AL CONSULTING TRANSACTION,5710
85268753200014,20167,AJACCIO,8.775148,41.952706,N'S COIFFURE,5710
85269048600018,20137,PORTO-VECCHIO,9.278601,41.604738,HQB CORP,5710
85269048600026,20137,PORTO-VECCHIO,9.278496,41.53452,HQB CORP,5710
85270496400018,20140,SERRA-DI-FERRO,8.796836,41.7475,ANNA CATALINA,5710
85271339500014,20000,AJACCIO,8.734181,41.9183,SUPDESIGN,5710
85272690000016,20114,FIGARI,9.120125,41.516442,EMUSINSO,5710
85274812800018,20000,AJACCIO,8.73879,41.917994,HOLDING CARLA INVEST,5710
85274872200018,20124,ZONZA,9.304992,41.710072,HOTEL L'AIGLON,5710
85275312800028,20135,CONCA,9.332063,41.73898,BARON INTERNATIONAL PROPERTIES,5710
85275497700019,20110,PROPRIANO,8.90653,41.671429,BATI HM,5710
85281989500024,20166,PIETROSELLA,8.813373,41.828426,NOAHPIGNY,5710
85284356400018,20122,QUENZA,9.200564,41.807618,VLMD CONSEILS,5710
85286141800014,20117,ECCICA-SUARELLA,8.880659,41.917598,STELLA MAGGIORE,5710
85289033400026,20000,AJACCIO,8.737853,41.919105,EOLE PATRIMOINE,5499
85292764900016,20137,PORTO-VECCHIO,9.265679,41.548012,LES JARDINS DE SANTA GIULIA,5710
85293416500014,20090,AJACCIO,8.737786,41.925295,DON-LOUIS PROJECT,5499
85295042700017,20166,GROSSETO-PRUGNA,8.797646,41.8808,PACCIOLELLO,5499
85296243000017,20090,AJACCIO,8.753049,41.936353,TISORI,5499
85296543300026,20000,AJACCIO,8.737605,41.917847,SAP SUR,5710
85296826200018,20170,CARBINI,9.160062,41.675755,NICOLAI TERRASSEMENT,5710
85300799500089,20133,UCCIANI,8.979139,42.043318,AFD12,5710
85300799500097,20190,AZILONE-AMPAZA,9.016661,41.870607,AFD12,5710
85300799500139,20114,FIGARI,9.120125,41.516442,AFD12,5710
85300799500154,20167,AFA,8.798382,41.984061,AFD12,5710
85300799500188,20140,CASALABRIVA,8.930238,41.743113,AFD12,5710
85300799500196,20137,PORTO-VECCHIO,9.278601,41.604738,AFD12,5710
85300799500238,20114,FIGARI,9.120125,41.516442,AFD12,5710
85301531100022,20166,PIETROSELLA,8.768611,41.843411,A PALORNELLA,5710
85301758000012,20129,BASTELICACCIA,8.823616,41.924869,DIOUC,5710
85303216700019,20000,AJACCIO,8.783759,41.953104,LEANGI,5785
85304135800021,20137,PORTO-VECCHIO,9.270855,41.600559,CORSELITERIE.PV,5499
85309630300013,20090,AJACCIO,8.737071,41.918131,NO STRESS THAI SAS,5710
85310368700010,20128,GROSSETO-PRUGNA,8.80624,41.887794,GAP COIFFURE,5499
85311787700011,20000,AJACCIO,8.737708,41.919238,L'IMPERIAL CONCEPT,5710
85315279100028,20000,AJACCIO,8.72925,41.914588,JUAN,5710
85325009000018,20137,LECCI,9.319557,41.66454,LUMI,5499
85326665800014,20000,AJACCIO,8.70068,41.934735,A FABRICA,5499
85337154000016,20166,PIETROSELLA,8.780067,41.845183,MTGVAL,5710
