siret,codePostalEtablissement,libelleCommuneEtablissement,longitude,latitude,denominationUniteLegale,categorieJuridiqueUniteLegale
84420278800023,20090,AJACCIO,8.769417,41.952173,LE LOFT,5710
84422965800019,20000,AJACCIO,8.723947,41.915352,AGENCE C.G.P,5710
84422966600012,20122,QUENZA,9.138401,41.766133,CASA-DORO CONSTRUCTIONS,5710
84422967400016,20000,AJACCIO,8.727754,41.920512,BARA21,5710
84422968200019,20137,PORTO-VECCHIO,9.226873,41.573625,STORIA DI VINU,5710
84424974800022,20144,ZONZA,9.3477901,41.6995008,SARL ANEM,5499
84425099300012,20166,GROSSETO-PRUGNA,8.797646,41.8808,HDG PAYSAGES,5710
84426756700023,20167,SARROLA-CARCOPINO,8.8049,41.951766,EN.JEU SARROLA,5499
84428277200012,20090,AJACCIO,8.7623,41.940272,PELLICCIA IMMOBILIER,5710
84428501500021,20124,ZONZA,9.3477901,41.6995008,PAMPLEMOUSSE,5499
84428604700015,20000,AJACCIO,8.716493,41.910163,DUPLEX PARC IMPERIAL,5499
84431214000040,20167,AJACCIO,8.775148,41.952706,ADVANCE EMPLOI CORSE,5710
84431240500013,20100,SARTENE,5.0269111,45.7705982,SARL BARTOLI DISTRIBUTION,5499
84432754400038,20124,ZONZA,9.269914,41.719794,BGI BELAID GROUP INVEST,5499
84433766700019,20110,PROPRIANO,8.912659,41.677632,BARTOLI M.A.B,5499
84433956400024,20138,COTI-CHIAVARI,8.752581,41.769169,PINU D'ORU,5499
84434968800011,20090,AJACCIO,8.737728,41.924235,SPRINGFIELD,5499
84435471200011,20167,SARROLA-CARCOPINO,8.835125,42.001796,MAJE GEST,5499
84435901800018,20090,AJACCIO,8.737728,41.924235,EHDEN,5710
84435949700014,20124,ZONZA,9.362304,41.652167,ALBA CORSICA,5710
84436031300010,20137,PORTO-VECCHIO,9.270855,41.600559,VL DISTRIBUTION,5710
84436048700012,20090,AJACCIO,8.740321,41.932959,L2A,5710
84438998100029,20138,COTI-CHIAVARI,8.731298,41.755902,BC TRAVEL CONSULTING,5710
84441342700015,20100,SARTENE,8.852425,41.541494,FPM,5499
84442769000012,20137,PORTO VECCHIO,9.275517,41.596913,BAR CHEZ MARIE,5499
84442996900018,20137,PORTO-VECCHIO,9.264705,41.641665,NATLEA,5499
84443322700015,20166,PIETROSELLA,8.780739,41.83643,BRILOR,5499
84443534700019,20110,PROPRIANO,8.906176,41.675503,CARTEL SAINT HONORE,5710
84443534700027,20000,AJACCIO,8.734932,41.918639,CARTEL SAINT HONORE,5710
84443559400016,20124,ZONZA,9.386558,41.693727,CASA I ZITELLI,5499
84443710300022,20129,BASTELICACCIA,8.824006,41.921671,JH IMMO,5499
84443802800012,20090,AJACCIO,8.737073,41.930748,FRAIUTU,5710
84444516300034,20137,PORTO-VECCHIO,9.288778,41.609955,SAS P.J.I.,5710
84444832400021,20000,AJACCIO,8.739724,41.918004,GJD - AIACCIU,5499
84444832400039,20000,AJACCIO,8.73897,41.917268,GJD - AIACCIU,5499
84446913000034,20000,AJACCIO,8.738404,41.916411,VITA LIBERTE SANGUINAIRE,5710
84446962700013,20000,AJACCIO,8.783759,41.953104,CANTONI,5499
84447158100018,20129,BASTELICACCIA,8.829807,41.919016,SASU A.F.C.(ACTION FROID CLIMATISATION),5710
84452625100013,20137,LECCI,9.341278,41.636776,YOKO 2018,5710
84455228100017,20169,BONIFACIO,9.220999,41.401964,LES BERGERIES,5710
84455561500021,20166,PIETROSELLA,8.797278,41.850165,SAB,5499
84458179300016,20137,PORTO-VECCHIO,9.276823,41.602433,TD,5710
84458179300024,20137,PORTO-VECCHIO,9.278601,41.604738,TD,5710
84458228800024,20000,AJACCIO,8.73714,41.919053,LV2,5710
84458586900028,20090,AJACCIO,8.735362,41.93824,ACIA AUDIT CONSEIL INGENIERIE ASSISTANCE,5710
84460519600014,20000,AJACCIO,8.771658,41.929064,LA BOX,5710
84462807300018,20169,BONIFACIO,9.159988,41.388669,LA ROSE DES VENTS,5710
84464487200021,20169,BONIFACIO,9.200395,41.402794,PREA GIANCA,5710
84465343600015,20169,BONIFACIO,9.162566,41.388062,ROCCA SERRA DEVELOPPEMENT COMMERCIAL,5499
84465343600023,20169,BONIFACIO,9.157581,41.386858,ROCCA SERRA DEVELOPPEMENT COMMERCIAL,5499
84467163600018,20137,PORTO VECCHIO,9.290806,41.559912,RESIDENCE COSTA MARINA,5499
84467947200010,20167,AFA,8.798382,41.984061,EGIMO,5499
84468278100019,20167,AFA,8.798382,41.984061,BOTIMO,5499
84468395300021,20137,PORTO-VECCHIO,9.208254,41.590811,EK PEINTURE DECORATION,5710
84468723600027,20124,ZONZA,9.371122,41.69321,ITO ONE,5710
84468724400013,20128,GROSSETO-PRUGNA,8.787253,41.881776,A BONA STELLA,5710
84470337100014,20167,SARROLA-CARCOPINO,8.8049,41.951766,G. ADOPT,5499
84472246200018,20137,PORTO-VECCHIO,9.282508,41.604203,POLY SERVICES,5499
84472483100012,20114,FIGARI,9.122868,41.49709,SASU VALTER SAM,5710
84472669500019,20169,BONIFACIO,9.200395,41.402794,LA BONIFACIENNE,5710
84473140600014,20110,PROPRIANO,8.898389,41.675138,S.A.S TENUTELLA,5710
84476047000014,20137,PORTO-VECCHIO,9.245478,41.600453,GIRASCHI ANTHONY,5710
84477593200024,20000,AJACCIO,8.738739,41.924681,LSP2ROUES,5710
84477593200032,20090,AJACCIO,8.797014,41.94895,LSP2ROUES,5710
84477594000019,20124,ZONZA,4.6157718,45.3225832,DETTORI ENERGIE,5710
84478983400018,20137,PORTO-VECCHIO,9.282796,41.590116,CORSICA RENOVATION SERVICES,5710
84479495800018,20137,PORTO VECCHIO,9.275517,41.596913,LE REVE DU LARGE,5499
84480198500012,20000,AJACCIO,8.707819,41.910173,CORSICARS,5710
84480200900010,20137,LECCI,9.334434,41.628004,CORSITUDE,5499
84480371800023,20137,LECCI,9.307713,41.684804,CORSE AVIATION,5710
84481113300017,20118,VICO,8.68547,42.11393,LE&MA PROD,5710
84481113300025,20118,VICO,8.685173,42.111666,LE&MA PROD,5710
84482824400021,20167,APPIETTO,8.761084,42.005064,X'PRESS FORMALITE,5710
84483489500014,20137,PORTO-VECCHIO,9.319359,41.631334,MONSIEUR ALEX PORTO VECCHIO,5499
84483489500022,20137,PORTO-VECCHIO,9.232126,41.632524,MONSIEUR ALEX PORTO VECCHIO,5499
84483730200018,20137,PORTO-VECCHIO,9.27711,41.604163,ESTEVES DE CARVALHO,5710
84484532100026,20124,ZONZA,9.361801,41.704213,HELIA,5710
84485245900016,20146,SOTTA,9.191758,41.5008,LES OCEANIDES,5710
84485248300016,20146,SOTTA,9.181891,41.555464,CORSICA SUN,5710
84486023900012,20000,AJACCIO,8.737311,41.926307,SOBEDIS,5710
84489051700015,20117,CAURO,8.910891,41.918516,EVERGREEN,5710
84489409700014,20137,PORTO-VECCHIO,9.27711,41.604163,I TUMASGINI,5499
84491656900016,20137,PORTO VECCHIO,9.275517,41.596913,WINE BET,5710
84491777300013,20090,AJACCIO,8.741255,41.933257,BARBER STREET,5710
84493513000022,20166,PIETROSELLA,8.796731,41.846383,SARL AT'HOME,5499
84498865900026,20124,ZONZA,9.361801,41.704213,EAGLE TWO,5710
84501719300036,20000,AJACCIO,8.739367,41.921376,SARL CORSICA CRUISE SERVICES,5499
84506809700011,20119,BASTELICA,9.050985,42.003269,VADINA BIANCA,5499
84507654600017,20090,AJACCIO,8.750436,41.942709,SOPHIE,5710
84509527200017,20146,SOTTA,9.208203,41.558013,CORSICA EUROPA TRAVEL,5710
84509663500014,20130,CARGESE,8.603102,42.143176,MIKRO INVEST,5499
84509746800019,20137,PORTO-VECCHIO,9.284675,41.595275,MARE E PIATTU,5710
84510423100020,[ND],AJACCIO,8.70068,41.934735,ASGARD,5710
84512857800034,20090,AJACCIO,8.738179,41.926928,DECO A2,5710
84513853600014,20146,SOTTA,9.180765,41.547892,CLIMENAGER,5710
84514730500013,20000,AJACCIO,8.738624,41.920931,PROVA,5499
84518252600010,20100,SARTENE,8.980991,41.620849,JPPM EVOLUTION,5710
84518732700018,20000,AJACCIO,8.738096,41.921297,DEFI ALLIANCE,5710
84520118500012,20090,AJACCIO,8.743307,41.93552,A PANATARRIA,5499
84520118500020,20000,AJACCIO,8.745092,41.935186,A PANATARRIA,5499
84520118500038,20000,AJACCIO,8.738265,41.928416,A PANATARRIA,5499
84520724000019,20000,AJACCIO,8.72766,41.918693,GOLFE STREAM,5499
84520724000027,20113,OLMETO,8.834252,41.709621,GOLFE STREAM,5499
84521046700021,20129,BASTELICACCIA,8.853136,41.931178,EUROPE NEGOCE,5710
84521123400016,20000,AJACCIO,8.725477,41.913397,IDEAL STORES,5710
84522223100019,20124,ZONZA,9.384593,41.696813,LOGEX,5499
84522224900011,20137,PORTO VECCHIO,9.277476,41.545088,MNS,5710
84523337800015,20137,PORTO VECCHIO,9.254069,41.592731,LOCABRI,5710
84523723900015,20114,FIGARI,9.120125,41.516442,SAND AND SUN INVESTMENTS,5710
84524146200025,20124,ZONZA,9.177197,41.726425,CALA DI RENA,5499
84526576800026,20137,LECCI,9.334434,41.628004,SAGIL,5499
84530683600014,20137,PORTO-VECCHIO,9.232126,41.632524,EJ CESARI,5710
84531224800022,20090,AJACCIO,8.738346,41.931652,SMF,5499
84532175100032,20123,COGNOCOLI-MONTICCHI,8.84346,41.765462,RM VITI'S,5710
84534411800011,20000,AJACCIO,8.738707,41.918119,COUVENT DE L'ANNUNZIATA,5710
84535889400028,20090,AJACCIO,8.73815,41.930578,BRS IMMOBILIER,5710
84536420700017,20128,GROSSETO-PRUGNA,8.806742,41.893655,SPES MARIS,5710
84537629200015,20110,VIGGIANELLO,8.922137,41.66506,CALM,5710
84539145700023,20000,AJACCIO,8.735825,41.929104,ZILARELLE,5499
84540436700037,20090,AJACCIO,8.774276,41.952413,KHAVA SUSHI,5710
84748621400012,20145,SARI-SOLENZARA,9.3957,41.801912,DOLCE VITA,5710
84750170700016,20111,CALCATOGGIO,8.768337,42.027669,U MURATU,5710
84750224200021,20167,AJACCIO,8.779096,41.955001,KENNEDY 4,5499
84751256300028,20140,PETRETO-BICCHISANO,8.969648,41.770621,ARTE CASA CONCEPT,5710
84751795000014,20137,PORTO-VECCHIO,9.272911,41.594913,A LA MAISON DES OLIVIERS,5710
84752113500016,20110,PROPRIANO,8.898949,41.675347,A.M,5499
84752114300010,20157,FRASSETO,9.021749,41.896545,FRANCESCHI STEPHANE,5710
84752115000015,20169,BONIFACIO,9.181887,41.388611,LUCAMAND,5710
84752115000023,20169,BONIFACIO,9.158347,41.386717,LUCAMAND,5710
84752115000031,20169,BONIFACIO,9.171361,41.388498,LUCAMAND,5710
84753174600018,20140,OLIVESE,9.058304,41.846245,A FUNTANA,5710
84753907900016,20000,AJACCIO,8.725861,41.914341,LJDB CORPORATION,5710
84754858300016,20090,AJACCIO,8.770507,41.950013,AGENCY SPORT CONSULTING,5710
84755902800018,20126,EVISA,2.061661,50.820766,LE HOUX,5499
84760773600018,20167,AFA,8.796097,41.99391,LM CONSTRUCTIONS,5710
84761415300017,20143,FOZZANO,9.000632,41.695052,SAS FOZZANO AMENAGEMENTS,5710
84763394800017,20000,AJACCIO,8.735336,41.929318,CORSE NETT SERVICES,5710
84763784000012,20146,SOTTA,9.181891,41.555464,BARTOLI & FILS,5710
84766234300015,20136,BOCOGNANO,9.070765,42.088767,SOUND TRAVEL,5499
84767258100018,20167,ALATA,8.764822,41.970376,ANTO CLIM PLOMBERIE 2A,5710
84770143000013,20137,PORTO-VECCHIO,9.278649,41.608144,LV3,5710
84770661100013,20137,PORTO-VECCHIO,9.245104,41.564303,TRANSMONTANO CONSTRUCTION SUD,5710
84771517400011,20000,AJACCIO,8.70068,41.934735,ALP CONSEILS,5710
84773313600018,20090,AJACCIO,8.743634,41.933686,CHICKEN ISLAND,5499
84777305800015,20137,PORTO-VECCHIO,9.290806,41.559912,GTG,5710
84779762800017,20167,SARROLA-CARCOPINO,8.8049,41.951766,CG DISTRIBUTION,5710
84779762800025,20166,GROSSETO-PRUGNA,8.816979,41.892586,CG DISTRIBUTION,5710
84779762800033,20110,PROPRIANO,8.903859,41.675667,CG DISTRIBUTION,5710
84783679800011,20118,VICO,8.686027,42.120448,IPFIBRA,5710
84784588000016,20128,ALBITRECCIA,8.807406,41.858055,U CASEDDU,5710
84784588000024,20166,GROSSETO-PRUGNA,8.816979,41.892586,U CASEDDU,5710
84785338900017,20150,OTA,8.694257,42.268214,STUDIO JDO UNIVERS,5710
84788890600017,20135,CONCA,9.339819,41.736602,QUATTROCCHI TERRASSEMENT,5499
84789011800015,20000,AJACCIO,8.72009,41.912655,DOCINVEST,5499
84789341900022,20137,PORTO-VECCHIO,9.208254,41.590811,SAINTE LUCIE,5499
84792444600010,20169,BONIFACIO,9.161988,41.403351,CHARPENTES ET DERIVES,5499
84794031900019,20115,PIANA,8.636584,42.239897,LE N3,5710
84797391400017,20130,CARGESE,8.597414,42.135755,TAXIS SEVI SORRU CINARCA,5710
84797420100026,20090,AJACCIO,8.760056,41.937331,EMMALU,5499
84803452600022,20151,SARI D'ORCINO,-1.1676989,44.0766928,ERA TEMPU,5499
84805208000019,20090,AJACCIO,8.770507,41.950013,ENERLIS CORSICA,5710
84805445800015,20000,AJACCIO,8.736554,41.926505,POMPEANI BTP,5710
84805601600035,20090,AJACCIO,8.74527,41.938303,POWER PISCINES,5710
84807544600015,20146,SOTTA,2.9331444,47.100886,BOULANGERIE ARTISANALE DE SOTTA,5710
84807545300011,20137,PORTO-VECCHIO,9.290137,41.625847,BIKERS CAFFE,5710
84809619400016,20150,OTA,8.703052,42.265029,TRAVAIL DE LA NACRE,5710
84809707700012,20090,AJACCIO,8.735091,41.933078,MSR BATIMENT,5710
84812069700018,20190,SANTA-MARIA-SICHE,8.979204,41.884495,CG IMMO INVEST (CG2I),5710
84814004200013,20128,ALBITRECCIA,8.873302,41.84258,ARTISGIANI CORSE MENUISERIES,5499
84816948800014,20090,AJACCIO,8.737417,41.921805,JCP INGENIERIE,5710
84817186400012,20000,AJACCIO,8.726789,41.955212,FLS PROSPECTING,5710
84818176400020,20137,PORTO-VECCHIO,9.276202,41.587686,MCF MACONNERIE,5710
84818386900025,20128,GROSSETO-PRUGNA,8.819094,41.891814,ORF CONSEIL,5710
84818574000018,20137,PORTO-VECCHIO,9.275488,41.597486,ALL EVENTS AGENCY,5710
84821686700012,20000,AJACCIO,8.734587,41.919952,LUNA,5499
84821686700020,20000,AJACCIO,8.738095,41.919655,LUNA,5499
84821938200019,20167,AFA,8.779471,41.999556,INITIO,5710
84822297200012,20100,SARTENE,8.852425,41.541494,SAS L M N,5710
84823168400012,20137,PORTO-VECCHIO,9.27711,41.604163,IP MOTO,5499
84823997600022,20137,PORTO-VECCHIO,9.279505,41.59051,PASTA SARDA,5710
84826537700046,20169,BONIFACIO,9.183733,41.410221,BONIFACIO PLOMBERIE,5710
84827354600012,20000,AJACCIO,8.723433,41.930262,SB SUN,5710
84827354600038,20000,AJACCIO,8.738384,41.922328,SB SUN,5710
84827724000067,20090,AJACCIO,8.770507,41.950013,VISALTIS'EMPLOI,5710
84829050800011,20146,SOTTA,9.181891,41.555464,VINTAGE LOCATION,5710
84831964600016,20000,AJACCIO,8.734633,41.918573,CONSTANT WAIRY,5710
84831994300017,20137,LECCI,9.308374,41.665271,IL SOGNO DI LECCI,5499
84832528800019,20166,PIETROSELLA,8.770812,41.839971,SAS FRIGARA,5710
84832528800027,20166,PIETROSELLA,8.7909189,41.8577753,SAS FRIGARA,5710
84834861100015,20112,SAINTE-LUCIE-DE-TALLANO,6.5697711,45.8373728,SAS CAVE SANTA LUCIA,5710
84837134000011,20117,ECCICA-SUARELLA,8.857587,41.916846,ATOUT BOIS,5710
84837889900019,20090,AJACCIO,8.749951,41.934717,INFINITY GAMES.VR,5710
84838924300017,20000,AJACCIO,8.737777,41.925693,LE FREEDOM,5710
84839927500025,20167,SARROLA-CARCOPINO,8.813854,41.965897,CORSE SEQUOIA EXPERTISE COMPTABLE,5710
84842199600028,20000,AJACCIO,8.733946,41.927281,LEMON AND LOVE YOGA,5499
84842199600036,20000,AJACCIO,8.678076,41.909021,LEMON AND LOVE YOGA,5499
84845120900011,20000,AJACCIO,8.738164,41.917358,INSTANT ZEN,5710
84850560800028,20170,SAN-GAVINO-DI-CARBINI,9.299675,41.650991,SC IMMOBILIER CONCIERGERIE,5710
84851332100010,20150,OTA,8.733555,42.254995,CECCALDI JEAN DOMINIQUE,5710
84851332100028,20150,OTA,8.733555,42.254995,CECCALDI JEAN DOMINIQUE,5710
84851724900019,20090,AJACCIO,8.737467,41.924097,AMMP,5710
84852429400016,20137,PORTO-VECCHIO,9.296337,41.612812,CASA SANTA,5499
84852467400019,20000,AJACCIO,8.639129,41.909772,THELM,5710
84853201600013,20090,AJACCIO,8.770507,41.950013,CONSEIL COACHING CORSICA,5710
84855435800012,20090,AJACCIO,8.74527,41.938303,U CELENTE,5499
84855435800020,20090,AJACCIO,8.770507,41.950013,U CELENTE,5499
84855565200025,20137,LECCI,7.2316195,43.689512,PUMONTI,5710
84856651900015,20145,SARI-SOLENZARA,9.352463,41.813493,ALBA T.P,5710
84856864800010,20124,ZONZA,9.304992,41.710072,ATELIER SD,5710
84857062800018,20146,SOTTA,9.191976,41.56972,AMT MACONNERIE,5710
84858661600023,20128,GROSSETO-PRUGNA,8.875727,41.883305,VAL D'OR CORSICA,5499
84859768800011,20118,VICO,8.687645,42.112879,LA PETITE VOILE,5499
84859768800029,20118,VICO,8.771609,42.150059,LA PETITE VOILE,5499
84860782600015,20166,PIETROSELLA,5.4903424,47.0837426,ATIPHI,5710
84861234700015,20110,PROPRIANO,8.900651,41.656007,FERRONERIE D'ART DESOGUS,5710
84863892000019,20167,AFA,8.809098,41.979118,JDM,5499
84863893800011,20137,LECCI,9.325789,41.661983,GLIASTRICCIA,5710
84865950400015,20137,PORTO-VECCHIO,9.272911,41.594913,DJP BAT,5710
84866538600019,20110,ARBELLARA,0.3218971,44.197605,GIORGETTI RENOVATION,5499
84866538600027,20110,PROPRIANO,8.900651,41.656007,GIORGETTI RENOVATION,5499
84867304200018,20150,OTA,8.703052,42.265029,LIVIA BOUTIQUE,5710
84867304200026,20150,OTA,8.709096,42.263385,LIVIA BOUTIQUE,5710
84870060500019,20167,SARROLA-CARCOPINO,8.835125,42.001796,U VALLONE,5710
84870940800019,20117,ECCICA-SUARELLA,8.851482,41.912003,SOCIETE AJACCIO ESCALADE,5710
84870940800027,20090,AJACCIO,8.78005,41.957724,SOCIETE AJACCIO ESCALADE,5710
84871576900016,20000,AJACCIO,8.780787,41.952885,DUI FRATELLI,5499
84871576900024,20090,AJACCIO,8.761109,41.939535,DUI FRATELLI,5499
84871631200014,20000,AJACCIO,8.666667,41.90766,PRB PRODUCTIONS,5710
84873763100012,20090,AJACCIO,8.78642,41.930711,CORSE PROPRE ENVIRONNEMENT,5499
84874779600029,20000,AJACCIO,8.757506,41.932099,A2 ROUES AJACCIO,5710
84877911200020,20169,BONIFACIO,9.200395,41.402794,LES SUITES DU MAQUIS,5499
84877983100025,20110,PROPRIANO,8.900651,41.656007,CANALLI,5499
84877986400026,20110,PROPRIANO,8.900651,41.656007,LICETTO,5499
84878284300017,20137,PORTO VECCHIO,9.283401,41.58569,CARROSSERIE ARRAULT,5499
84879490500028,20137,PORTO-VECCHIO,9.298318,41.581799,JB CONSTRUCTION,5710
84882073400053,20114,FIGARI,9.120125,41.516442,MCD16,5499
84882241700012,20130,CARGESE,8.616377,42.137739,CASALI E PALAZZI CARGHJISANI,5499
84883635900028,20110,PROPRIANO,8.8982,41.675256,JUSTINE,5499
84885867600010,20110,PROPRIANO,8.910666,41.678203,PROPRIANO PLONGEE,5710
84886184500016,20167,AJACCIO,8.796484,41.943931,DRAGONU DI MARE-BATEAUX-MOTORISATIONS-HYBRIDES,5710
84886189400022,20167,AFA,8.798382,41.984061,ABEL MULTI-SERVICES,5710
84886509300019,20137,PORTO-VECCHIO,9.269447,41.59984,PEGASUS,5710
84886509300027,20137,PORTO-VECCHIO,9.290664,41.616393,PEGASUS,5710
84886571300012,20129,BASTELICACCIA,8.830125,41.931089,L-C-P-P-A,5710
84888968900016,20128,GROSSETO-PRUGNA,8.787253,41.881776,A MARANA,5710
84889680900011,20137,PORTO-VECCHIO,9.277583,41.613942,LASTRA SERVICES,5710
84891906400024,20000,AJACCIO,8.730199,41.917491,KAIROS PARTICIPATIONS,5710
84894832900109,20167,SARROLA-CARCOPINO,8.800789,41.956644,PROMAN 216,5710
84895933400014,20137,PORTO-VECCHIO,9.295783,41.628046,UMBRAGGIA,5710
84896318700010,20110,PROPRIANO,8.917752,41.669596,MSB,5710
84898979400039,20000,AJACCIO,8.734004,41.919753,TRAJA,5710
84899274900012,20166,PIETROSELLA,5.4903424,47.0837426,SUPERMARCHE ROND POINT ISOLELLA,5710
84902073000016,20000,AJACCIO,8.757362,41.931744,DE CASTELLI INGENERIE,5710
84912282500011,20137,PORTO-VECCHIO,9.311708,41.629963,WEEK END A LA PLAGE,5710
84912282500029,20137,PORTO-VECCHIO,9.290664,41.616393,WEEK END A LA PLAGE,5710
84913295600012,20129,BASTELICACCIA,8.854857,41.945863,FOX DIFFUSION,5710
84913295600020,20000,AJACCIO,8.738051,41.920988,FOX DIFFUSION,5710
84913772400019,20000,AJACCIO,8.719548,41.910082,2TF,5499
84915517100010,20137,PORTO-VECCHIO,9.307701,41.587673,TERRA D'ORU,5710
84915831600018,20167,SARROLA-CARCOPINO,8.811563,41.965346,VASCA D'ORU,5499
84916020500019,20137,PORTO-VECCHIO,9.291694,41.618719,CALA BAY INVEST,5499
84916167400015,20100,SARTENE,8.924307,41.655123,CEMO,5499
84916246600015,20000,AJACCIO,8.725036,41.915667,COGGIA ARCHITECTURE,5710
84916491800013,20169,BONIFACIO,9.168469,41.406127,BONIFACIO MARINE,5499
84916491800021,20169,BONIFACIO,9.185835,41.434978,BONIFACIO MARINE,5499
84917330700018,20000,AJACCIO,8.734557,41.919394,LV MAREE,5499
84917330700026,20000,AJACCIO,8.737221,41.919349,LV MAREE,5499
84917331500011,20137,PORTO-VECCHIO,9.311708,41.629963,ATK,5710
84917331500029,20137,PORTO-VECCHIO,9.280027,41.609017,ATK,5710
84917332300015,20137,PORTO-VECCHIO,9.311708,41.629963,PK,5710
84917332300023,20137,PORTO-VECCHIO,9.282796,41.590116,PK,5710
84917333100018,20137,PORTO-VECCHIO,9.311708,41.629963,GAME CENTER,5710
84917333100026,20137,PORTO-VECCHIO,9.260659,41.594932,GAME CENTER,5710
84917375200015,20137,PORTO-VECCHIO,9.279579,41.591567,SAS FRAVICA,5710
84919930200019,20100,SARTENE,8.987456,41.63754,CONSTANT BOULARD INTERNATIONAL ADVENTURES,5710
84929197600017,20169,BONIFACIO,9.185835,41.434978,I FRATELLI NAUTISME,5499
84930046200025,20130,CARGESE,8.596213,42.134856,GO 4 IT,5499
84932316700015,20137,PORTO-VECCHIO,9.275517,41.532745,DAMYCO,5710
84932316700023,20169,BONIFACIO,9.152369,41.387854,DAMYCO,5710
84932316700031,20169,BONIFACIO,9.152369,41.387854,DAMYCO,5710
84933897500022,20000,AJACCIO,8.737383,41.925234,BET AMBIENTE,5710
84934033600015,20170,LEVIE,9.122474,41.703823,A FUNTANEDDA,5710
84934238100019,20000,AJACCIO,8.72733,41.913233,SARL SUSINI,5499
84934266200012,20124,ZONZA,9.386558,41.693727,VARCOM,5710
84938771700010,20128,GROSSETO-PRUGNA,8.787253,41.881776,LUMI DESIGN,5499
84939537100016,20112,SAINTE-LUCIE-DE-TALLANO,-1.4327168,46.9666334,APJB NETTOYAGE,5710
84939820100012,20170,LEVIE,9.115969,41.651842,DFX MANAGEMENT,5710
84940595600012,20000,AJACCIO,8.722924,41.924784,CC PRO SERVICES,5710
84941105300010,20137,PORTO-VECCHIO,9.315925,41.576862,BELLA VISTA LOC',5499
84941105300028,20137,PORTO-VECCHIO,9.279031,41.535281,BELLA VISTA LOC',5499
84942275300012,20167,AFA,8.779471,41.999556,ALPAGHJA AUTOCARS,5710
84945045700015,20000,AJACCIO,8.74715,41.93506,F LASSUS PROTHESISTE DENTAIRE,5710
84948477900038,20090,AJACCIO,8.756392,41.939943,LD INVEST,5710
84951457500018,20137,PORTO-VECCHIO,9.285064,41.548506,LES 2A,5499
84951457500026,20137,PORTO-VECCHIO,9.275799,41.584505,LES 2A,5499
84951702400014,20190,SANTA-MARIA-SICHE,8.979204,41.884495,MGLL,5499
84952224800012,20169,BONIFACIO,9.158494,41.386817,ANNA CATALINA,5499
84952564700012,20131,PIANOTTOLI-CALDARELLO,9.05606,41.491866,CASA DI MINA,5499
84952639700013,20118,VICO,6.16015,48.6719995,A.C.-BAT,5499
84953777400036,20000,AJACCIO,8.727045,41.913498,MARE INVEST,5710
84953790700016,20137,PORTO-VECCHIO,9.194667,41.598626,QUILICHINI INITIATIVES,5499
84954444000019,20000,AJACCIO,8.754271,41.938269,PRO STORES,5710
84956078400019,20137,PORTO-VECCHIO,9.280891,41.589304,AVVENE CONSEIL,5710
84960783300019,20137,PORTO-VECCHIO,9.315925,41.576862,RSV,5499
84960814600015,20146,SOTTA,9.200408,41.54576,VALLESOLI,5710
84961853300012,20000,AJACCIO,8.723306,41.931292,MARTINI CREATION RENOVATION,5499
84963035500014,20137,LECCI,9.319557,41.66454,A STRADA,5710
84963035500022,20137,PORTO-VECCHIO,9.282796,41.590116,A STRADA,5710
84963073600023,20114,FIGARI,9.142333,41.505007,CORSE TRAITEMENT MATERIAUX,5710
84964825800010,20167,SARROLA-CARCOPINO,8.8049,41.951766,LILOTISSUS,5710
84965628500012,20000,AJACCIO,8.73831,41.917959,1769 LA GROTTE NAPOLEON,5499
84965831500015,20150,OTA,8.733555,42.254995,PORTO EXPLORATION,5710
84966130100010,20000,AJACCIO,8.734633,41.918573,YORK,5710
84966130100028,20000,AJACCIO,8.738334,41.919478,YORK,5710
84966620100017,20166,GROSSETO-PRUGNA,8.803799,41.885794,SAS SOTTUMARE,5710
84966622700012,20000,AJACCIO,8.721622,41.910304,LA TABLE DU GOLFE,5710
84969701600038,20167,SARROLA-CARCOPINO,8.809181,41.959388,CP,5499
84969776800026,20137,PORTO-VECCHIO,9.279697,41.586334,ACITEK,5710
84974250700015,20167,ALATA,8.771493,41.985003,SOCIETE HOTELIERE DU GOLFE D'AJACCIO,5710
84976823900014,20124,ZONZA,9.361362,41.691028,H INSTITUT,5710
84979470600010,20116,AULLENE,9.092943,41.807045,U SAN LARENZU,5499
84981428000012,20117,ECCICA-SUARELLA,8.894569,41.922957,EL MAJ MULTI-SERVICES S.A.SU,5710
84981970100020,20000,AJACCIO,8.734965,41.91855,BOULANGERIE DU DIAMANT,5710
84985573900017,20145,SARI SOLENZARA,9.378824,41.846427,SAS VILLATA,5710
84986391500013,20138,COTI-CHIAVARI,8.726902,41.730552,MC CONSTRUCTIONS,5499
84988533000019,20137,LECCI,9.332838,41.663589,U FUCONU RESTAURANT,5710
84988533000027,20137,LECCI,9.307307,41.666768,U FUCONU RESTAURANT,5710
84989536200010,20000,AJACCIO,8.73516,41.92732,SRDM,5710
84989888700021,20090,AJACCIO,8.737417,41.921805,AUTHENTIC REVEALED,5710
84990084000018,20137,PORTO-VECCHIO,9.280039,41.590732,GRIMALDI INVESTISSEMENTS,5710
84990681300019,20100,SARTENE,8.966762,41.540338,MURTOLI AGROPOLE,5710
84990685400013,20137,PORTO-VECCHIO,9.259298,41.555159,SANTA GHJULIA MOUILLAGE,5499
84991474200010,20137,PORTO-VECCHIO,9.27968,41.582341,CORSICAJET,5710
84991474200028,20137,PORTO-VECCHIO,9.320517,41.56408,CORSICAJET,5710
